Timestamp,Value,Type
12:02:06 AM.89,"Temperature: 25.80 °C, Humidity: 22.00 %\r\n",received
12:02:06 AM.141,"Temperature: 25.80 °C, Humidity: 22.00 %\r\n",received
12:02:06 AM.206,"Temperature: 25.80 °C, Humidity: 22.00 %\r\n",received
12:02:06 AM.273,"Temperature: 25.80 °C, Humidity: 22.00 %\r\n",received
12:02:06 AM.334,"Temperature: 25.80 °C, Humidity: 22.00 %\r\n",received
12:02:06 AM.422,"Temperature: 25.80 °C, Humidity: 22.00 %\r\n",received
12:02:06 AM.477,"Temperature: 25.80 °C, Humidity: 22.00 %\r\n",received
12:02:06 AM.541,"Temperature: 25.80 °C, Humidity: 22.00 %\r\n",received
12:02:06 AM.605,"Temperature: 25.80 °C, Humidity: 22.00 %\r\n",received
12:02:06 AM.668,"Temperature: 25.80 °C, Humidity: 22.00 %\r\n",received
12:02:06 AM.749,"Temperature: 25.80 °C, Humidity: 22.00 %\r\n",received
12:02:06 AM.813,"Temperature: 25.80 °C, Humidity: 22.00 %\r\n",received
12:02:06 AM.974,"Temperature: 25.80 °C, Humidity: 22.00 %\r\n",received
12:02:06 AM.985,"Temperature: 25.80 °C, Humidity: 22.00 %\r\n",received
12:02:07 AM.13,"Temperature: 25.80 °C, Humidity: 22.00 %\r\n",received
12:02:07 AM.122,"Temperature: 25.80 °C, Humidity: 22.00 %\r\n",received
12:02:07 AM.174,"Temperature: 25.80 °C, Humidity: 22.00 %\r\n",received
12:02:07 AM.218,"Temperature: 25.80 °C, Humidity: 22.00 %\r\n",received
12:02:07 AM.283,"Temperature: 25.80 °C, Humidity: 22.00 %\r\n",received
12:02:07 AM.341,"Temperature: 25.80 °C, Humidity: 22.00 %\r\n",received
12:02:07 AM.410,"Temperature: 25.80 °C, Humidity: 22.00 %\r\n",received
12:02:07 AM.486,"Temperature: 25.80 °C, Humidity: 22.00 %\r\n",received
12:02:07 AM.550,"Temperature: 25.80 °C, Humidity: 22.00 %\r\n",received
12:02:07 AM.613,"Temperature: 25.80 °C, Humidity: 22.00 %\r\n",received
12:02:07 AM.677,"Temperature: 25.80 °C, Humidity: 22.00 %\r\n",received
12:02:07 AM.757,"Temperature: 25.80 °C, Humidity: 22.00 %\r\n",received
12:02:07 AM.821,"Temperature: 25.80 °C, Humidity: 22.00 %\r\n",received
12:02:07 AM.884,"Temperature: 25.80 °C, Humidity: 22.00 %\r\n",received
12:02:07 AM.949,"Temperature: 25.80 °C, Humidity: 22.00 %\r\n",received
12:02:08 AM.44,"Temperature: 25.80 °C, Humidity: 22.00 %\r\n",received
12:02:08 AM.109,"Temperature: 25.80 °C, Humidity: 22.00 %\r\n",received
12:02:08 AM.173,"Temperature: 25.80 °C, Humidity: 22.00 %\r\n",received
12:02:08 AM.237,"Temperature: 25.80 °C, Humidity: 22.00 %\r\n",received
12:02:08 AM.317,"Temperature: 25.80 °C, Humidity: 22.00 %\r\n",received
12:02:08 AM.382,"Temperature: 25.80 °C, Humidity: 22.00 %\r\n",received
12:02:08 AM.445,"Temperature: 25.80 °C, Humidity: 22.00 %\r\n",received
12:02:08 AM.509,"Temperature: 25.80 °C, Humidity: 22.00 %\r\n",received
12:02:08 AM.573,"Temperature: 25.80 °C, Humidity: 22.00 %\r\n",received
12:02:08 AM.654,"Temperature: 25.80 °C, Humidity: 22.00 %\r\n",received
12:02:08 AM.718,"Temperature: 25.80 °C, Humidity: 22.00 %\r\n",received
12:02:08 AM.782,"Temperature: 25.80 °C, Humidity: 22.00 %\r\n",received
12:02:08 AM.845,"Temperature: 25.80 °C, Humidity: 22.00 %\r\n",received
12:02:08 AM.910,"Temperature: 25.80 °C, Humidity: 22.00 %\r\n",received
12:02:08 AM.990,"Temperature: 25.80 °C, Humidity: 22.00 %\r\n",received
12:02:09 AM.54,"Temperature: 25.80 °C, Humidity: 22.00 %\r\n",received
12:02:09 AM.117,"Temperature: 25.80 °C, Humidity: 22.00 %\r\n",received
12:02:09 AM.182,"Temperature: 25.80 °C, Humidity: 22.00 %\r\n",received
12:02:09 AM.262,"Temperature: 25.80 °C, Humidity: 22.00 %\r\n",received
12:02:09 AM.326,"Temperature: 25.80 °C, Humidity: 22.00 %\r\n",received
12:02:09 AM.390,"Temperature: 25.80 °C, Humidity: 22.00 %\r\n",received
12:02:09 AM.455,"Temperature: 25.80 °C, Humidity: 22.00 %\r\n",received
12:02:09 AM.517,"Temperature: 25.80 °C, Humidity: 22.00 %\r\n",received
12:02:09 AM.598,"Temperature: 25.80 °C, Humidity: 22.00 %\r\n",received
12:02:09 AM.662,"Temperature: 25.80 °C, Humidity: 22.00 %\r\n",received
12:02:09 AM.726,"Temperature: 25.80 °C, Humidity: 22.00 %\r\n",received
12:02:09 AM.790,"Temperature: 25.80 °C, Humidity: 22.00 %\r\n",received
12:02:09 AM.854,"Temperature: 25.80 °C, Humidity: 22.00 %\r\n",received
12:02:09 AM.934,"Temperature: 25.80 °C, Humidity: 22.00 %\r\n",received
12:02:09 AM.998,"Temperature: 25.80 °C, Humidity: 22.00 %\r\n",received
12:02:10 AM.93,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:10 AM.173,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:10 AM.237,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:12 AM.139,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:12 AM.220,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:12 AM.285,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:12 AM.348,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:12 AM.412,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:12 AM.487,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:12 AM.557,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:12 AM.619,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:12 AM.702,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:12 AM.764,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:12 AM.828,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:12 AM.892,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:12 AM.972,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:13 AM.37,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:13 AM.101,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:13 AM.163,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:13 AM.227,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:13 AM.307,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:13 AM.371,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:13 AM.436,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:13 AM.500,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:13 AM.580,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:13 AM.643,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:13 AM.707,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:13 AM.771,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:13 AM.835,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:13 AM.915,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:13 AM.980,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:14 AM.44,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:14 AM.108,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:14 AM.204,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:14 AM.268,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:14 AM.333,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:14 AM.413,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:14 AM.476,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:14 AM.540,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:14 AM.607,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:14 AM.667,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:14 AM.747,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:14 AM.813,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:14 AM.875,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:14 AM.939,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:15 AM.3,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:15 AM.98,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:15 AM.163,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:15 AM.211,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:15 AM.275,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:15 AM.356,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:15 AM.420,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:15 AM.483,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:15 AM.547,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:15 AM.613,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:15 AM.692,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:15 AM.756,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:15 AM.819,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:15 AM.883,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:15 AM.948,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:16 AM.28,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:16 AM.91,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:16 AM.155,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:16 AM.251,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:16 AM.315,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:16 AM.381,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:16 AM.443,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:16 AM.523,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:16 AM.588,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:16 AM.652,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:16 AM.715,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:16 AM.779,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:16 AM.861,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:16 AM.924,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:16 AM.989,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:17 AM.52,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:17 AM.131,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:17 AM.196,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:17 AM.260,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:17 AM.324,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:17 AM.388,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:17 AM.468,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:17 AM.531,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:17 AM.596,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:17 AM.659,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:17 AM.724,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:17 AM.788,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:17 AM.869,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:17 AM.933,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:17 AM.997,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:18 AM.60,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:18 AM.123,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:18 AM.205,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:18 AM.284,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:18 AM.347,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:18 AM.427,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:18 AM.491,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:18 AM.555,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:18 AM.619,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:18 AM.701,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:18 AM.765,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:18 AM.828,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:18 AM.894,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:18 AM.956,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:19 AM.37,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:19 AM.100,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:19 AM.164,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:19 AM.228,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:19 AM.292,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:19 AM.373,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:19 AM.436,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:19 AM.500,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:19 AM.563,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:19 AM.628,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:19 AM.709,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:19 AM.772,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:19 AM.836,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:19 AM.899,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:19 AM.964,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:20 AM.43,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:20 AM.106,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:20 AM.172,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:20 AM.236,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:20 AM.333,"Temperature: 25.80 °C, Humidity: 22.00 %\r\n",received
12:02:20 AM.412,"Temperature: 25.80 °C, Humidity: 22.00 %\r\n",received
12:02:20 AM.476,"Temperature: 25.80 °C, Humidity: 22.00 %\r\n",received
12:02:20 AM.557,"Temperature: 25.80 °C, Humidity: 22.00 %\r\n",received
12:02:20 AM.620,"Temperature: 25.80 °C, Humidity: 22.00 %\r\n",received
12:02:20 AM.684,"Temperature: 25.80 °C, Humidity: 22.00 %\r\n",received
12:02:20 AM.748,"Temperature: 25.80 °C, Humidity: 22.00 %\r\n",received
12:02:20 AM.811,"Temperature: 25.80 °C, Humidity: 22.00 %\r\n",received
12:02:20 AM.892,"Temperature: 25.80 °C, Humidity: 22.00 %\r\n",received
12:02:20 AM.955,"Temperature: 25.80 °C, Humidity: 22.00 %\r\n",received
12:02:21 AM.19,"Temperature: 25.80 °C, Humidity: 22.00 %\r\n",received
12:02:21 AM.83,"Temperature: 25.80 °C, Humidity: 22.00 %\r\n",received
12:02:21 AM.147,"Temperature: 25.80 °C, Humidity: 22.00 %\r\n",received
12:02:21 AM.228,"Temperature: 25.80 °C, Humidity: 22.00 %\r\n",received
12:02:21 AM.291,"Temperature: 25.80 °C, Humidity: 22.00 %\r\n",received
12:02:21 AM.356,"Temperature: 25.80 °C, Humidity: 22.00 %\r\n",received
12:02:21 AM.437,"Temperature: 25.80 °C, Humidity: 22.00 %\r\n",received
12:02:21 AM.500,"Temperature: 25.80 °C, Humidity: 22.00 %\r\n",received
12:02:21 AM.563,"Temperature: 25.80 °C, Humidity: 22.00 %\r\n",received
12:02:21 AM.627,"Temperature: 25.80 °C, Humidity: 22.00 %\r\n",received
12:02:21 AM.691,"Temperature: 25.80 °C, Humidity: 22.00 %\r\n",received
12:02:21 AM.773,"Temperature: 25.80 °C, Humidity: 22.00 %\r\n",received
12:02:21 AM.836,"Temperature: 25.80 °C, Humidity: 22.00 %\r\n",received
12:02:21 AM.899,"Temperature: 25.80 °C, Humidity: 22.00 %\r\n",received
12:02:21 AM.963,"Temperature: 25.80 °C, Humidity: 22.00 %\r\n",received
12:02:22 AM.27,"Temperature: 25.80 °C, Humidity: 22.00 %\r\n",received
12:02:22 AM.109,"Temperature: 25.80 °C, Humidity: 22.00 %\r\n",received
12:02:22 AM.172,"Temperature: 25.80 °C, Humidity: 22.00 %\r\n",received
12:02:22 AM.235,"Temperature: 25.80 °C, Humidity: 22.00 %\r\n",received
12:02:22 AM.300,"Temperature: 25.80 °C, Humidity: 22.00 %\r\n",received
12:02:22 AM.396,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:22 AM.475,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:22 AM.540,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:22 AM.620,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:22 AM.683,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:22 AM.749,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:22 AM.813,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:22 AM.875,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:22 AM.940,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:23 AM.19,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:23 AM.83,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:23 AM.149,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:23 AM.211,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:23 AM.291,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:23 AM.355,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:23 AM.419,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:23 AM.483,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:23 AM.547,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:23 AM.627,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:23 AM.691,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:23 AM.756,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:23 AM.820,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:23 AM.884,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:23 AM.965,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:24 AM.27,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:24 AM.92,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:24 AM.155,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:24 AM.220,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:24 AM.300,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:24 AM.363,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:24 AM.459,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:24 AM.524,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:24 AM.587,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:24 AM.651,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:24 AM.732,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:24 AM.795,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:24 AM.859,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:24 AM.923,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:24 AM.987,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:25 AM.52,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:25 AM.131,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:25 AM.196,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:25 AM.259,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:25 AM.324,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:25 AM.404,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:25 AM.467,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:25 AM.531,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:25 AM.595,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:25 AM.659,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:25 AM.741,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:25 AM.803,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:25 AM.868,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:25 AM.931,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:26 AM.11,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:26 AM.78,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:26 AM.140,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:26 AM.203,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:26 AM.268,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:26 AM.348,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:26 AM.413,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:26 AM.492,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:26 AM.573,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:26 AM.636,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:26 AM.700,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:26 AM.764,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:26 AM.828,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:26 AM.908,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:26 AM.972,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:27 AM.37,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:27 AM.100,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:27 AM.181,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:27 AM.244,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:27 AM.308,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:27 AM.372,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:27 AM.436,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:27 AM.517,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:27 AM.579,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:27 AM.643,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:27 AM.709,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:27 AM.788,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:27 AM.853,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:27 AM.916,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:27 AM.981,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:28 AM.44,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:28 AM.125,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:28 AM.189,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:28 AM.252,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:28 AM.316,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:28 AM.397,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:28 AM.461,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:28 AM.558,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:28 AM.621,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:28 AM.685,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:28 AM.749,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:28 AM.812,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:28 AM.893,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:28 AM.956,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:29 AM.19,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:29 AM.84,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:29 AM.148,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:29 AM.229,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:29 AM.292,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received
12:02:29 AM.356,"Temperature: 25.70 °C, Humidity: 22.00 %\r\n",received